NAME,GEO_ID,Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015,Households 2019,Annual Median Household Income 2019,Monthly Median Household Income 2019,Annual Transportation Cost 2019,Monthly Transportation Cost 2019,Annual Housing Cost 2019,Monthly Housing Cost 2019,Annual Housing and Transportation Cost 2019,Monthly Housing and Transportation Cost 2019,Transportation Cost as Percent of Monthly Median Household Income 2019,Transportation Cost as Percent of Annual Median Household Income 2019,Housing Cost as Percent of Monthly Median Household Income 2019,Housing Cost as Percent of Annual Median Household Income 2019,Housing and Transportation Cost as Percent of Monthly Median Household Income 2019,Housing and Transportation Cost as Percent of Annual Median Household Income 2019,Difference Annual Median Household Income and Total Annual Costs 2019,Change in Annual MHI,Percent Change in Annual MHI,Change in Monthly MHI,Percent Change in Monthly MHI,Change in Annual Transportation Cost,Percent Change in Annual Transportation Cost,Change in Monthly Transportation Cost,Percent Change in Monthly Transportation Cost,Change in Annual Housing and Transportation Cost,Percent Change in Annual Housing and Transportation Cost,Change in Monthly Housing and Transportation Cost,Percent Change in Monthly Housing and Transportation Cost,Change in Difference Annual Median Household Income and Total Annual Costs,Percent Change in Difference Annual Median Household Income and Total Annual Costs
"Block Group 1, Census Tract 187, Davidson County, Tennessee",470370187001,369.0,132344.0,11028.666666666666,13527.0,1127.25,30012.0,2501.0,43539.0,3628.25,10.221090491446533,10.221090491446533,22.677265308589735,22.677265308589735,32.89835580003627,32.89835580003626,88805.0,351.0,248750.0,20729.166666666668,15191.0,1265.9166666666667,39900.0,3325.0,55091.0,4590.916666666667,6.106934673366834,6.106934673366834,16.040201005025125,16.040201005025125,22.14713567839196,22.14713567839196,193659.0,116406.0,87.95714199359246,9700.500000000002,87.95714199359249,1664.0,12.301323279367192,138.66666666666674,12.3013232793672,11552.0,26.532534049932245,962.666666666667,26.532534049932256,104854.0,118.07218062046057
"Block Group 2, Census Tract 701.04, Cheatham County, Tennessee",470210701042,1215.0,51297.0,4274.75,13524.0,1127.0,13860.0,1155.0,27384.0,2282.0,26.364114860518157,26.364114860518157,27.019123925375755,27.019123925375755,53.383238785893916,53.383238785893916,23913.0,1289.0,38853.0,3237.75,14428.0,1202.3333333333333,11256.0,938.0,25684.0,2140.333333333333,37.13484158237459,37.13484158237459,28.970735850513478,28.970735850513478,66.10557743288807,66.10557743288807,13169.0,-12444.0,-24.25872858061875,-1037.0,-24.25872858061875,904.0,6.68441289559302,75.33333333333326,6.684412895593013,-1700.0,-6.208004674262343,-141.66666666666697,-6.208004674262356,-10744.0,-44.92953623552043
"Block Group 1, Census Tract 156.30, Davidson County, Tennessee",470370156301,389.0,64966.0,5413.833333333333,13492.0,1124.3333333333333,18960.0,1580.0,32452.0,2704.3333333333335,20.767786226641626,20.767786226641626,29.184496505864608,29.184496505864605,49.95228273250624,49.952282732506234,32514.0,294.0,65385.0,5448.75,14654.0,1221.1666666666667,17016.0,1418.0,31670.0,2639.1666666666665,22.41186816548138,22.41186816548138,26.02431750401468,26.02431750401468,48.436185669496055,48.43618566949606,33715.0,419.0,0.6449527445125143,34.91666666666697,0.6449527445125199,1162.0,8.612511117699377,96.83333333333348,8.612511117699391,-782.0,-2.409712806606681,-65.16666666666697,-2.409712806606692,1201.0,3.6937934428246293
"Block Group 1, Census Tract 156.17, Davidson County, Tennessee",470370156171,357.0,66058.0,5504.833333333333,13500.0,1125.0,14664.0,1222.0,28164.0,2347.0,20.436586030458084,20.43658603045808,22.198673892639803,22.1986738926398,42.635259923097884,42.635259923097884,37894.0,455.0,69375.0,5781.25,15414.0,1284.5,15276.0,1273.0,30690.0,2557.5,22.21837837837838,22.21837837837838,22.01945945945946,22.01945945945946,44.23783783783784,44.23783783783784,38685.0,3317.0,5.021344878742923,276.41666666666697,5.021344878742929,1914.0,14.177777777777777,159.5,14.177777777777777,2526.0,8.968896463570514,210.5,8.968896463570514,791.0,2.08740169947749
"Block Group 2, Census Tract 303.05, Wilson County, Tennessee",471890303052,273.0,55729.0,4644.083333333333,13525.0,1127.0833333333333,15336.0,1278.0,28861.0,2405.0833333333335,24.269231459383803,24.269231459383803,27.51888603779002,27.51888603779002,51.78811749717382,51.78811749717382,26868.0,287.0,78614.0,6551.166666666667,16676.0,1389.6666666666667,11940.0,995.0,28616.0,2384.6666666666665,21.21250667819981,21.21250667819981,15.188134428982114,15.188134428982114,36.400641107181926,36.400641107181926,49998.0,22885.0,41.06479570780025,1907.083333333334,41.06479570780026,3151.0,23.297597042513864,262.5833333333335,23.29759704251388,-245.0,-0.8488964346349746,-20.41666666666697,-0.8488964346349871,23130.0,86.08753907994641
"Block Group 2, Census Tract 156.22, Davidson County, Tennessee",470370156222,1119.0,70718.0,5893.166666666667,13490.0,1124.1666666666667,15336.0,1278.0,28826.0,2402.1666666666665,19.075765717356262,19.075765717356262,21.686133657626065,21.686133657626065,40.76189937498232,40.76189937498233,41892.0,1340.0,86442.0,7203.5,15318.0,1276.5,15000.0,1250.0,30318.0,2526.5,17.720552509196917,17.720552509196917,17.35267578260568,17.35267578260568,35.07322829180259,35.07322829180259,56124.0,15724.0,22.234791707910293,1310.333333333333,22.234791707910283,1828.0,13.550778354336545,152.33333333333326,13.550778354336538,1492.0,5.175882883507945,124.33333333333348,5.175882883507951,14232.0,33.97307361787453
"Block Group 2, Census Tract 1007, Montgomery County, Tennessee",471251007002,280.0,35726.0,2977.1666666666665,13291.0,1107.5833333333333,9240.0,770.0,22531.0,1877.5833333333333,37.20259754800425,37.202597548004256,25.863516766500588,25.863516766500588,63.06611431450484,63.06611431450484,13195.0,321.0,35938.0,2994.833333333333,13286.0,1107.1666666666667,8736.0,728.0,22022.0,1835.1666666666667,36.96922477600312,36.96922477600312,24.30853135956369,24.30853135956369,61.2777561355668,61.2777561355668,13916.0,212.0,0.5934053630409225,17.666666666666515,0.5934053630409175,-5.0,-0.03761944172748476,-0.4166666666665151,-0.03761944172747108,-509.0,-2.2591096711197904,-42.416666666666515,-2.2591096711197824,721.0,5.464190981432361
"Block Group 1, Census Tract 191.14, Davidson County, Tennessee",470370191141,4865.0,78488.0,6540.666666666667,13520.0,1126.6666666666667,17628.0,1469.0,31148.0,2595.6666666666665,17.225563143410458,17.225563143410458,22.459484252369787,22.459484252369787,39.685047395780245,39.685047395780245,47340.0,5857.0,90558.0,7546.5,15164.0,1263.6666666666667,19296.0,1608.0,34460.0,2871.6666666666665,16.745069458247755,16.74506945824775,21.307891075332936,21.307891075332936,38.05296053358069,38.05296053358069,56098.0,12070.0,15.378146977881968,1005.833333333333,15.378146977881965,1644.0,12.159763313609467,137.0,12.159763313609465,3312.0,10.633106459483754,276.0,10.633106459483756,8758.0,18.500211237853822
"Block Group 4, Census Tract 207, Sumner County, Tennessee",471650207004,311.0,49432.0,4119.333333333333,13529.0,1127.4166666666667,17040.0,1420.0,30569.0,2547.4166666666665,27.368910826994664,27.368910826994657,34.47159734584885,34.47159734584884,61.8405081728435,61.8405081728435,18863.0,385.0,65387.0,5448.916666666667,15022.0,1251.8333333333333,12768.0,1064.0,27790.0,2315.833333333333,22.973985654640828,22.97398565464083,19.52681725725297,19.52681725725297,42.50080291189381,42.50080291189381,37597.0,15955.0,32.27666289043535,1329.583333333334,32.27666289043537,1493.0,11.03555325596866,124.41666666666652,11.035553255968646,-2779.0,-9.090909090909092,-231.58333333333348,-9.090909090909097,18734.0,99.31612150771352
"Block Group 1, Census Tract 501.02, Williamson County, Tennessee",471870501021,1285.0,104125.0,8677.083333333334,15291.0,1274.25,20316.0,1693.0,35607.0,2967.25,14.685234093637453,14.685234093637456,19.51116446578631,19.511164465786315,34.19639855942377,34.19639855942377,68518.0,1565.0,128750.0,10729.166666666666,17571.0,1464.25,25128.0,2094.0,42699.0,3558.25,13.6473786407767,13.6473786407767,19.51689320388349,19.51689320388349,33.1642718446602,33.16427184466019,86051.0,24625.0,23.649459783913564,2052.083333333332,23.64945978391355,2280.0,14.910731803021385,190.0,14.910731803021385,7092.0,19.917431965624736,591.0,19.917431965624736,17533.0,25.5888963484048
"Block Group 1, Census Tract 309.04, Wilson County, Tennessee",471890309041,503.0,61490.0,5124.166666666667,15193.0,1266.0833333333333,14832.0,1236.0,30025.0,2502.0833333333335,24.708082615059357,24.70808261505936,24.12099528378598,24.12099528378598,48.82907789884534,48.82907789884534,31465.0,781.0,84962.0,7080.166666666667,17530.0,1460.8333333333333,18564.0,1547.0,36094.0,3007.833333333333,20.6327534662555,20.6327534662555,21.84976813163532,21.84976813163532,42.48252159789082,42.48252159789082,48868.0,23472.0,38.172060497641894,1956.0,38.172060497641894,2337.0,15.382083854406634,194.75,15.382083854406636,6069.0,20.213155703580348,505.74999999999955,20.21315570358033,17403.0,55.30907357381217
"Block Group 2, Census Tract 1020.02, Montgomery County, Tennessee",471251020022,517.0,85511.0,7125.916666666667,14957.0,1246.4166666666667,15564.0,1297.0,30521.0,2543.4166666666665,17.49131690659681,17.49131690659681,18.201167101308602,18.201167101308606,35.69248400790541,35.69248400790542,54990.0,572.0,71923.0,5993.583333333333,15503.0,1291.9166666666667,18072.0,1506.0,33575.0,2797.9166666666665,21.554996315504084,21.55499631550408,25.126871793445773,25.126871793445773,46.68186810894985,46.68186810894985,38348.0,-13588.0,-15.890353287881092,-1132.333333333334,-15.890353287881098,546.0,3.650464665374072,45.5,3.650464665374072,3054.0,10.00622522197831,254.5,10.006225221978312,-16642.0,-30.263684306237497
"Block Group 5, Census Tract 154.02, Davidson County, Tennessee",470370154025,220.0,56848.0,4737.333333333333,13533.0,1127.75,15144.0,1262.0,28677.0,2389.75,23.80558682803265,23.80558682803265,26.639459611595832,26.639459611595832,50.445046439628484,50.445046439628484,28171.0,224.0,66806.0,5567.166666666667,15624.0,1302.0,13692.0,1141.0,29316.0,2443.0,23.38712091728288,23.38712091728288,20.49516510493069,20.49516510493069,43.88228602221357,43.88228602221357,37490.0,9958.0,17.51688713763017,829.8333333333339,17.516887137630185,2091.0,15.451119485701618,174.25,15.451119485701618,639.0,2.228266555078983,53.25,2.228266555078983,9319.0,33.080117851691455
"Block Group 1, Census Tract 111.01, Maury County, Tennessee",471190111011,660.0,60250.0,5020.833333333333,15017.0,1251.4166666666667,18408.0,1534.0,33425.0,2785.4166666666665,24.924481327800834,24.92448132780083,30.55269709543569,30.552697095435683,55.477178423236516,55.477178423236516,26825.0,738.0,70567.0,5880.583333333333,16894.0,1407.8333333333333,16368.0,1364.0,33262.0,2771.833333333333,23.94036872759222,23.94036872759222,23.194977822494938,23.19497782249493,47.13534655008716,47.13534655008716,37305.0,10317.0,17.123651452282157,859.75,17.12365145228216,1877.0,12.499167610041953,156.41666666666652,12.499167610041939,-163.0,-0.487658937920718,-13.583333333333485,-0.48765893792072346,10480.0,39.06803355079217
"Block Group 1, Census Tract 103.01, Maury County, Tennessee",471190103011,892.0,80091.0,6674.25,15023.0,1251.9166666666667,14604.0,1217.0,29627.0,2468.9166666666665,18.75741344220949,18.757413442209486,18.23425853092108,18.23425853092108,36.991671973130565,36.991671973130565,50464.0,1250.0,75682.0,6306.833333333333,17373.0,1447.75,17460.0,1455.0,34833.0,2902.75,22.95526016754314,22.95526016754314,23.0702148463307,23.0702148463307,46.02547501387384,46.02547501387384,40849.0,-4409.0,-5.504988076063478,-367.41666666666697,-5.504988076063482,2350.0,15.642681222126074,195.83333333333326,15.642681222126068,5206.0,17.571809498092954,433.8333333333335,17.571809498092964,-9615.0,-19.053186429930246
"Block Group 3, Census Tract 1011.02, Montgomery County, Tennessee",471251011023,936.0,44024.0,3668.6666666666665,13298.0,1108.1666666666667,11484.0,957.0,24782.0,2065.1666666666665,30.206251135744143,30.20625113574414,26.085771397419588,26.085771397419588,56.29202253316373,56.29202253316373,19242.0,1120.0,42316.0,3526.333333333333,14983.0,1248.5833333333333,11664.0,972.0,26647.0,2220.583333333333,35.407410908403435,35.40741090840344,27.564041969940444,27.56404196994045,62.97145287834389,62.97145287834389,15669.0,-1708.0,-3.8797019807377793,-142.33333333333348,-3.879701980737784,1685.0,12.671078357647767,140.41666666666652,12.671078357647753,1865.0,7.525623436365104,155.41666666666652,7.525623436365097,-3573.0,-18.568755846585596
"Block Group 3, Census Tract 210.02, Sumner County, Tennessee",471650210023,411.0,55679.0,4639.916666666667,13580.0,1131.6666666666667,13416.0,1118.0,26996.0,2249.6666666666665,24.389805851398194,24.389805851398194,24.095260331543308,24.09526033154331,48.4850661829415,48.48506618294151,28683.0,455.0,77250.0,6437.5,15647.0,1303.9166666666667,17772.0,1481.0,33419.0,2784.9166666666665,20.255016181229774,20.255016181229774,23.005825242718448,23.005825242718448,43.26084142394821,43.26084142394822,43831.0,21571.0,38.74171590725408,1797.583333333333,38.74171590725407,2067.0,15.220913107511045,172.25,15.220913107511045,6423.0,23.792413690917172,535.25,23.792413690917176,15148.0,52.811770038001605
"Block Group 2, Census Tract 109.01, Davidson County, Tennessee",470370109012,339.0,55809.0,4650.75,13539.0,1128.25,15624.0,1302.0,29163.0,2430.25,24.25952803311294,24.25952803311294,27.995484599258187,27.995484599258187,52.25501263237112,52.25501263237112,26646.0,400.0,50250.0,4187.5,14736.0,1228.0,16884.0,1407.0,31620.0,2635.0,29.32537313432836,29.32537313432836,33.6,33.6,62.92537313432835,62.92537313432835,18630.0,-5559.0,-9.960759017362792,-463.25,-9.960759017362792,1197.0,8.841125637048526,99.75,8.841125637048526,2457.0,8.42505915029318,204.75,8.42505915029318,-8016.0,-30.083314568790815
"Block Group 1, Census Tract 703, Cheatham County, Tennessee",470210703001,701.0,36696.0,3058.0,13577.0,1131.4166666666667,10260.0,855.0,23837.0,1986.4166666666667,36.99858295182036,36.99858295182036,27.959450621321125,27.959450621321125,64.95803357314149,64.95803357314148,12859.0,516.0,41689.0,3474.083333333333,14382.0,1198.5,13776.0,1148.0,28158.0,2346.5,34.49830890642615,34.49830890642615,33.04468804720669,33.0446880472067,67.54299695363285,67.54299695363285,13531.0,4993.0,13.606387617178983,416.08333333333303,13.606387617178974,805.0,5.929144877366134,67.08333333333326,5.929144877366127,4321.0,18.127281117590304,360.08333333333326,18.127281117590297,672.0,5.225911812738159
"Block Group 1, Census Tract 605.01, Dickson County, Tennessee",470430605011,409.0,50938.0,4244.833333333333,13585.0,1132.0833333333333,10488.0,874.0,24073.0,2006.0833333333333,26.66967686206761,26.66967686206761,20.58973654246339,20.58973654246339,47.259413404530996,47.259413404530996,26865.0,535.0,42439.0,3536.583333333333,14231.0,1185.9166666666667,11820.0,985.0,26051.0,2170.9166666666665,33.53283536369849,33.53283536369848,27.85174014467825,27.85174014467825,61.38457550837673,61.38457550837673,16388.0,-8499.0,-16.684989595194157,-708.25,-16.684989595194157,646.0,4.755244755244755,53.833333333333485,4.755244755244769,1978.0,8.216674282391061,164.83333333333326,8.216674282391057,-10477.0,-38.99869718965196
"Block Group 2, Census Tract 154.02, Davidson County, Tennessee",470370154022,290.0,48250.0,4020.8333333333335,13580.0,1131.6666666666667,12948.0,1079.0,26528.0,2210.6666666666665,28.145077720207258,28.145077720207258,26.835233160621762,26.835233160621762,54.98031088082901,54.98031088082902,21722.0,358.0,72031.0,6002.583333333333,15401.0,1283.4166666666667,14568.0,1214.0,29969.0,2497.4166666666665,21.381072038427902,21.3810720384279,20.224625508461635,20.224625508461635,41.60569754688953,41.60569754688954,42062.0,23781.0,49.28704663212435,1981.7499999999995,49.28704663212434,1821.0,13.409425625920472,151.75,13.409425625920472,3441.0,12.971200241254524,286.75,12.971200241254524,20340.0,93.63778657582175
"Block Group 2, Census Tract 1013.06, Montgomery County, Tennessee",471251013062,800.0,61103.0,5091.916666666667,13314.0,1109.5,11736.0,978.0,25050.0,2087.5,21.789437507160038,21.78943750716004,19.20691291753269,19.20691291753269,40.99635042469273,40.996350424692736,36053.0,855.0,52422.0,4368.5,15477.0,1289.75,13296.0,1108.0,28773.0,2397.75,29.52386402655374,29.52386402655374,25.36339704704132,25.36339704704132,54.88726107359505,54.88726107359505,23649.0,-8681.0,-14.207158404660984,-723.416666666667,-14.207158404660989,2163.0,16.246056782334385,180.25,16.246056782334385,3723.0,14.862275449101798,310.25,14.862275449101798,-12404.0,-34.40490389149308
"Block Group 2, Census Tract 1011.02, Montgomery County, Tennessee",471251011022,737.0,32044.0,2670.3333333333335,13329.0,1110.75,11508.0,959.0,24837.0,2069.75,41.59593059543128,41.59593059543128,35.91311946074148,35.913119460741484,77.50905005617275,77.50905005617277,7207.0,694.0,57500.0,4791.666666666667,16256.0,1354.6666666666667,11916.0,993.0,28172.0,2347.6666666666665,28.27130434782609,28.27130434782609,20.72347826086956,20.72347826086957,48.99478260869565,48.99478260869565,29328.0,25456.0,79.44076894270378,2121.3333333333335,79.44076894270378,2927.0,21.959636881986647,243.91666666666674,21.95963688198665,3335.0,13.427547610419937,277.9166666666665,13.427547610419932,22121.0,306.9376994588594
"Block Group 3, Census Tract 156.20, Davidson County, Tennessee",470370156203,1001.0,51771.0,4314.25,13594.0,1132.8333333333333,15360.0,1280.0,28954.0,2412.8333333333335,26.257943636398757,26.257943636398757,29.6691197774816,29.6691197774816,55.92706341388036,55.92706341388036,22817.0,915.0,58468.0,4872.333333333333,17072.0,1422.6666666666667,12816.0,1068.0,29888.0,2490.6666666666665,29.1988780187453,29.19887801874529,21.91968256140111,21.919682561401107,51.11856058014641,51.1185605801464,28580.0,6697.0,12.935813486314732,558.083333333333,12.935813486314727,3478.0,25.584816830954832,289.8333333333335,25.58481683095485,934.0,3.225806451612903,77.83333333333303,3.2258064516128906,5763.0,25.257483455318404
"Block Group 1, Census Tract 202.03, Sumner County, Tennessee",471650202031,877.0,50737.0,4228.083333333333,15025.0,1252.0833333333333,13692.0,1141.0,28717.0,2393.0833333333335,29.613497053432408,29.613497053432408,26.986223071919902,26.986223071919902,56.59972012535231,56.599720125352306,22020.0,920.0,57622.0,4801.833333333333,17681.0,1473.4166666666667,14328.0,1194.0,32009.0,2667.4166666666665,30.684460796223668,30.684460796223668,24.865502759362744,24.86550275936274,55.549963555586416,55.549963555586416,25613.0,6885.0,13.569978516664365,573.75,13.569978516664369,2656.0,17.67720465890183,221.33333333333348,17.677204658901843,3292.0,11.463592993697114,274.33333333333303,11.4635929936971,3593.0,16.31698455949137
"Block Group 6, Census Tract 185, Davidson County, Tennessee",470370185006,283.0,105511.0,8792.583333333334,13600.0,1133.3333333333333,,,,,12.889651315976531,12.889651315976533,,,,,,255.0,91853.0,7654.416666666667,15374.0,1281.1666666666667,0.0,0.0,15374.0,1281.1666666666667,16.737613360478157,16.737613360478154,0.0,0.0,16.737613360478157,16.737613360478154,76479.0,-13658.0,-12.944621887765257,-1138.166666666667,-12.944621887765258,1774.0,13.044117647058822,147.83333333333348,13.044117647058837,,,,,,
"Block Group 3, Census Tract 9702, Macon County, Tennessee",471119702003,920.0,30000.0,2500.0,15034.0,1252.8333333333333,10692.0,891.0,25726.0,2143.8333333333335,50.11333333333333,50.11333333333333,35.64,35.64,85.75333333333333,85.75333333333333,4274.0,952.0,61667.0,5138.916666666667,17085.0,1423.75,11172.0,931.0,28257.0,2354.75,27.705255647266767,27.705255647266767,18.116658828871195,18.116658828871195,45.82191447613796,45.82191447613796,33410.0,31667.0,105.55666666666667,2638.916666666667,105.55666666666667,2051.0,13.642410536118133,170.91666666666674,13.642410536118138,2531.0,9.83829588742906,210.91666666666652,9.838295887429052,29136.0,681.7033224145999
