NAME,GEO_ID,Households,Annual Median Household Income,Monthly Median Household Income,Annual Transportation Cost,Monthly Transportation Cost,Annual Housing Cost,Monthly Housing Cost,Annual Housing and Transportation Cost,Monthly Housing and Transportation Cost,Transportation Cost as Percent of Monthly Median Household Income,Transportation Cost as Percent of Annual Median Household Income,Housing Cost as Percent of Monthly Median Household Income,Housing Cost as Percent of Annual Median Household Income,Housing and Transportation Cost as Percent of Monthly Median Household Income,Housing and Transportation Cost as Percent of Annual Median Household Income
"Block Group 1, Census Tract 806.04, Robertson County, Tennessee",471470806041,441.0,78625.0,6552.083333333333,17471.0,1455.9166666666667,19212.0,1601.0,36683.0,3056.9166666666665,22.22066772655008,22.22066772655008,24.43497615262321,24.43497615262321,46.65564387917329,46.65564387917329
"Block Group 1, Census Tract 802, Robertson County, Tennessee",471470802001,675.0,76645.0,6387.083333333333,18083.0,1506.9166666666667,17580.0,1465.0,35663.0,2971.9166666666665,23.59318937960728,23.593189379607278,22.936916954791574,22.936916954791574,46.53010633439885,46.53010633439885
"Block Group 1, Census Tract 803.01, Robertson County, Tennessee",471470803011,572.0,28750.0,2395.8333333333335,14538.0,1211.5,10620.0,885.0,25158.0,2096.5,50.56695652173913,50.56695652173913,36.939130434782605,36.939130434782605,87.50608695652173,87.50608695652173
"Block Group 2, Census Tract 803.02, Robertson County, Tennessee",471470803022,521.0,25313.0,2109.4166666666665,12365.0,1030.4166666666667,7320.0,610.0,19685.0,1640.4166666666667,48.84841780903094,48.848417809030934,28.917947299806425,28.917947299806425,77.76636510883736,77.76636510883735
"Block Group 2, Census Tract 804.02, Robertson County, Tennessee",471470804022,937.0,37050.0,3087.5,13283.0,1106.9166666666667,11196.0,933.0,24479.0,2039.9166666666667,35.85155195681512,35.851551956815115,30.218623481781375,30.218623481781375,66.0701754385965,66.0701754385965
"Block Group 3, Census Tract 806.04, Robertson County, Tennessee",471470806043,541.0,114083.0,9506.916666666666,17693.0,1474.4166666666667,20196.0,1683.0,37889.0,3157.4166666666665,15.508883882787094,15.508883882787094,17.70290051979699,17.70290051979699,33.21178440258408,33.21178440258408
"Block Group 2, Census Tract 801.01, Robertson County, Tennessee",471470801012,848.0,72500.0,6041.666666666667,18074.0,1506.1666666666667,15660.0,1305.0,33734.0,2811.1666666666665,24.929655172413792,24.929655172413792,21.6,21.6,46.52965517241378,46.52965517241379
"Block Group 1, Census Tract 801.03, Robertson County, Tennessee",471470801031,1150.0,78679.0,6556.583333333333,15464.0,1288.6666666666667,15588.0,1299.0,31052.0,2587.6666666666665,19.654545685634034,19.65454568563403,19.81214809542572,19.812148095425716,39.466693781059746,39.466693781059746
"Block Group 2, Census Tract 807, Robertson County, Tennessee",471470807002,1496.0,87328.0,7277.333333333333,18010.0,1500.8333333333333,19248.0,1604.0,37258.0,3104.8333333333335,20.623396848662516,20.623396848662516,22.04104067423965,22.04104067423965,42.66443752290216,42.66443752290216
"Block Group 2, Census Tract 803.01, Robertson County, Tennessee",471470803012,400.0,63977.0,5331.416666666667,16493.0,1374.4166666666667,13800.0,1150.0,30293.0,2524.4166666666665,25.77957703549713,25.77957703549713,21.570251809243945,21.57025180924395,47.34982884474107,47.349828844741076
"Block Group 1, Census Tract 804.02, Robertson County, Tennessee",471470804021,883.0,55875.0,4656.25,14804.0,1233.6666666666667,12636.0,1053.0,27440.0,2286.6666666666665,26.494854586129758,26.49485458612975,22.614765100671143,22.614765100671143,49.10961968680089,49.10961968680089
"Block Group 1, Census Tract 804.01, Robertson County, Tennessee",471470804011,1262.0,48902.0,4075.1666666666665,13588.0,1132.3333333333333,12648.0,1054.0,26236.0,2186.3333333333335,27.786184614126206,27.786184614126213,25.863972843646476,25.863972843646476,53.65015745777269,53.650157457772686
"Block Group 1, Census Tract 806.03, Robertson County, Tennessee",471470806031,990.0,70278.0,5856.5,18081.0,1506.75,16656.0,1388.0,34737.0,2894.75,25.727823785537435,25.727823785537435,23.70016221292581,23.70016221292581,49.42798599846325,49.42798599846325
"Block Group 2, Census Tract 804.01, Robertson County, Tennessee",471470804012,419.0,31181.0,2598.4166666666665,13531.0,1127.5833333333333,10356.0,863.0,23887.0,1990.5833333333333,43.39501619576024,43.39501619576024,33.21253327346782,33.21253327346781,76.60754946922805,76.60754946922805
"Block Group 2, Census Tract 806.03, Robertson County, Tennessee",471470806032,630.0,60714.0,5059.5,16127.0,1343.9166666666667,14160.0,1180.0,30287.0,2523.9166666666665,26.562242645847746,26.562242645847746,23.32246269394209,23.32246269394209,49.88470533978983,49.88470533978984
"Block Group 2, Census Tract 603, Dickson County, Tennessee",470430603002,1241.0,55085.0,4590.416666666667,16581.0,1381.75,12552.0,1046.0,29133.0,2427.75,30.10075338113824,30.10075338113824,22.786602523372967,22.78660252337297,52.8873559045112,52.88735590451121
"Block Group 1, Census Tract 606.02, Dickson County, Tennessee",470430606021,1070.0,31130.0,2594.1666666666665,12733.0,1061.0833333333333,9096.0,758.0,21829.0,1819.0833333333333,40.90266623835529,40.90266623835529,29.219402505621588,29.219402505621588,70.12206874397687,70.12206874397687
"Block Group 1, Census Tract 604.01, Dickson County, Tennessee",470430604011,273.0,62995.0,5249.583333333333,16817.0,1401.4166666666667,17940.0,1495.0,34757.0,2896.4166666666665,26.695769505516314,26.69576950551631,28.478450670688147,28.478450670688147,55.17422017620446,55.17422017620446
"Block Group 3, Census Tract 602, Dickson County, Tennessee",470430602003,740.0,44512.0,3709.3333333333335,16390.0,1365.8333333333333,14388.0,1199.0,30778.0,2564.8333333333335,36.82153127246585,36.821531272465855,32.32386772106398,32.32386772106398,69.14539899352984,69.14539899352984
"Block Group 3, Census Tract 603, Dickson County, Tennessee",470430603003,482.0,-666666666.0,-55555555.5,15444.0,1287.0,13020.0,1085.0,28464.0,2372.0,-0.0023166000023166,-0.0023166000023166,-0.001953000001953,-0.001953000001953,-0.0042696000042696,-0.0042696000042696
"Block Group 1, Census Tract 601, Dickson County, Tennessee",470430601001,833.0,49125.0,4093.75,17631.0,1469.25,15660.0,1305.0,33291.0,2774.25,35.890076335877865,35.890076335877865,31.87786259541985,31.87786259541985,67.7679389312977,67.7679389312977
"Block Group 1, Census Tract 605.01, Dickson County, Tennessee",470430605011,535.0,42439.0,3536.5833333333335,14231.0,1185.9166666666667,11820.0,985.0,26051.0,2170.9166666666665,33.53283536369849,33.53283536369848,27.851740144678246,27.851740144678246,61.38457550837673,61.38457550837673
"Block Group 2, Census Tract 605.01, Dickson County, Tennessee",470430605012,237.0,50389.0,4199.083333333333,14446.0,1203.8333333333333,9960.0,830.0,24406.0,2033.8333333333333,28.66895552600766,28.66895552600766,19.76621881759908,19.76621881759908,48.43517434360674,48.43517434360674
"Block Group 2, Census Tract 605.02, Dickson County, Tennessee",470430605022,309.0,72813.0,6067.75,13948.0,1162.3333333333333,12948.0,1079.0,26896.0,2241.3333333333335,19.155919959347916,19.15591995934792,17.782538832351367,17.782538832351367,36.93845879169928,36.93845879169928
"Block Group 1, Census Tract 607, Dickson County, Tennessee",470430607001,613.0,50054.0,4171.166666666667,17220.0,1435.0,12204.0,1017.0,29424.0,2452.0,34.40284492747832,34.40284492747832,24.38166779877732,24.381667798777322,58.78451272625564,58.78451272625564
"Block Group 2, Census Tract 604.02, Dickson County, Tennessee",470430604022,1090.0,76328.0,6360.666666666667,17142.0,1428.5,17616.0,1468.0,34758.0,2896.5,22.458337700450688,22.458337700450688,23.079341788072526,23.07934178807253,45.53767948852322,45.53767948852322
"Block Group 3, Census Tract 606.01, Dickson County, Tennessee",470430606013,407.0,42014.0,3501.1666666666665,14689.0,1224.0833333333333,9720.0,810.0,24409.0,2034.0833333333333,34.962155471985525,34.962155471985525,23.135145427714573,23.13514542771457,58.0973008997001,58.0973008997001
"Block Group 3, Census Tract 606.02, Dickson County, Tennessee",470430606023,459.0,50825.0,4235.416666666667,15206.0,1267.1666666666667,12420.0,1035.0,27626.0,2302.1666666666665,29.918347270044272,29.918347270044272,24.436792916871617,24.436792916871617,54.35514018691588,54.35514018691588
"Block Group 1, Census Tract 602, Dickson County, Tennessee",470430602001,633.0,44063.0,3671.9166666666665,16184.0,1348.6666666666667,12024.0,1002.0,28208.0,2350.6666666666665,36.72922860449811,36.729228604498104,27.288200984953363,27.288200984953363,64.01742958945147,64.01742958945147
"Block Group 2, Census Tract 606.01, Dickson County, Tennessee",470430606012,562.0,55446.0,4620.5,17196.0,1433.0,12672.0,1056.0,29868.0,2489.0,31.013959528189588,31.013959528189588,22.85466940807272,22.85466940807272,53.86862893626231,53.86862893626231
"Block Group 3, Census Tract 605.01, Dickson County, Tennessee",470430605013,757.0,57770.0,4814.166666666667,15349.0,1279.0833333333333,14520.0,1210.0,29869.0,2489.0833333333335,26.5691535398996,26.569153539899602,25.134152674398475,25.134152674398475,51.70330621429808,51.70330621429808
"Block Group 2, Census Tract 602, Dickson County, Tennessee",470430602002,717.0,42391.0,3532.5833333333335,17507.0,1458.9166666666667,10908.0,909.0,28415.0,2367.9166666666665,41.29886060720436,41.29886060720436,25.731877049373686,25.731877049373686,67.03073765657804,67.03073765657804
"Block Group 1, Census Tract 604.02, Dickson County, Tennessee",470430604021,1301.0,74986.0,6248.833333333333,17383.0,1448.5833333333333,13680.0,1140.0,31063.0,2588.5833333333335,23.181660576640972,23.181660576640972,18.24340543568133,18.24340543568133,41.425066012322304,41.4250660123223
"Block Group 2, Census Tract 607, Dickson County, Tennessee",470430607002,997.0,48609.0,4050.75,17046.0,1420.5,14796.0,1233.0,31842.0,2653.5,35.067580077763374,35.067580077763374,30.438807628216995,30.438807628216995,65.50638770598037,65.50638770598037
"Block Group 4, Census Tract 605.01, Dickson County, Tennessee",470430605014,693.0,56993.0,4749.416666666667,15398.0,1283.1666666666667,11964.0,997.0,27362.0,2280.1666666666665,27.017353008264173,27.017353008264173,20.992051655466458,20.99205165546646,48.00940466373063,48.009404663730635
"Block Group 1, Census Tract 605.02, Dickson County, Tennessee",470430605021,433.0,63563.0,5296.916666666667,17485.0,1457.0833333333333,13620.0,1135.0,31105.0,2592.0833333333335,27.508141528876862,27.508141528876862,21.427560058524612,21.427560058524612,48.935701587401475,48.935701587401475
"Block Group 4, Census Tract 606.02, Dickson County, Tennessee",470430606024,331.0,48365.0,4030.4166666666665,16773.0,1397.75,12156.0,1013.0,28929.0,2410.75,34.680037216995764,34.680037216995764,25.13387780419725,25.13387780419725,59.81391502119301,59.81391502119301
"Block Group 2, Census Tract 601, Dickson County, Tennessee",470430601002,719.0,53641.0,4470.083333333333,17025.0,1418.75,14520.0,1210.0,31545.0,2628.75,31.738781901903394,31.738781901903394,27.068846591226865,27.06884659122686,58.80762849313026,58.80762849313026
"Block Group 3, Census Tract 605.02, Dickson County, Tennessee",470430605023,323.0,63150.0,5262.5,12751.0,1062.5833333333333,13296.0,1108.0,26047.0,2170.5833333333335,20.19160728424386,20.191607284243865,21.054631828978625,21.054631828978625,41.24623911322249,41.24623911322249
"Block Group 4, Census Tract 602, Dickson County, Tennessee",470430602004,377.0,46518.0,3876.5,15725.0,1310.4166666666667,10572.0,881.0,26297.0,2191.4166666666665,33.80411883571951,33.80411883571951,22.726686443957178,22.726686443957178,56.53080527967668,56.530805279676684
"Block Group 2, Census Tract 604.01, Dickson County, Tennessee",470430604012,451.0,85703.0,7141.916666666667,17225.0,1435.4166666666667,13464.0,1122.0,30689.0,2557.4166666666665,20.098479633151697,20.098479633151697,15.710068492351493,15.710068492351493,35.80854812550319,35.808548125503194
"Block Group 3, Census Tract 604.01, Dickson County, Tennessee",470430604013,489.0,81941.0,6828.416666666667,18157.0,1513.0833333333333,17256.0,1438.0,35413.0,2951.0833333333335,22.158626328699917,22.158626328699917,21.059054685688483,21.059054685688483,43.217681014388404,43.217681014388404
"Block Group 1, Census Tract 606.01, Dickson County, Tennessee",470430606011,492.0,-666666666.0,-55555555.5,14686.0,1223.8333333333333,11160.0,930.0,25846.0,2153.8333333333335,-0.0022029000022029,-0.0022029000022029,-0.0016740000016739998,-0.0016740000016739998,-0.0038769000038769005,-0.0038769000038768996
"Block Group 2, Census Tract 606.02, Dickson County, Tennessee",470430606022,800.0,56301.0,4691.75,17489.0,1457.4166666666667,11040.0,920.0,28529.0,2377.4166666666665,31.06339141400686,31.06339141400686,19.60888794159962,19.60888794159962,50.67227935560646,50.67227935560648
"Block Group 1, Census Tract 701.02, Cheatham County, Tennessee",470210701021,623.0,70625.0,5885.416666666667,16956.0,1413.0,17208.0,1434.0,34164.0,2847.0,24.008495575221236,24.00849557522124,24.365309734513275,24.365309734513275,48.373805309734514,48.373805309734514
"Block Group 2, Census Tract 702.03, Cheatham County, Tennessee",470210702032,612.0,52246.0,4353.833333333333,17526.0,1460.5,15096.0,1258.0,32622.0,2718.5,33.5451517819546,33.5451517819546,28.89407801554186,28.894078015541858,62.439229797496466,62.43922979749645
"Block Group 2, Census Tract 703, Cheatham County, Tennessee",470210703002,840.0,56667.0,4722.25,14550.0,1212.5,12708.0,1059.0,27258.0,2271.5,25.676319551061468,25.676319551061468,22.425750436762137,22.425750436762137,48.102069987823604,48.102069987823604
"Block Group 1, Census Tract 701.04, Cheatham County, Tennessee",470210701041,534.0,81484.0,6790.333333333333,17538.0,1461.5,12072.0,1006.0,29610.0,2467.5,21.523243827008983,21.523243827008983,14.81517843993913,14.815178439939128,36.338422266948115,36.338422266948115
"Block Group 3, Census Tract 704.02, Cheatham County, Tennessee",470210704023,616.0,88182.0,7348.5,17326.0,1443.8333333333333,17616.0,1468.0,34942.0,2911.8333333333335,19.6480007257717,19.6480007257717,19.976866027080355,19.976866027080355,39.62486675285206,39.62486675285206
"Block Group 2, Census Tract 701.02, Cheatham County, Tennessee",470210701022,879.0,48561.0,4046.75,17297.0,1441.4166666666667,13824.0,1152.0,31121.0,2593.4166666666665,35.619118222441884,35.61911822244188,28.467288564897757,28.467288564897757,64.08640678733963,64.08640678733963
"Block Group 3, Census Tract 702.02, Cheatham County, Tennessee",470210702023,869.0,54173.0,4514.416666666667,17240.0,1436.6666666666667,12072.0,1006.0,29312.0,2442.6666666666665,31.82397135104203,31.82397135104203,22.284163697783026,22.284163697783026,54.108135048825055,54.108135048825055
"Block Group 2, Census Tract 704.02, Cheatham County, Tennessee",470210704022,1352.0,79650.0,6637.5,17453.0,1454.4166666666667,16272.0,1356.0,33725.0,2810.4166666666665,21.912115505335848,21.912115505335844,20.429378531073446,20.429378531073446,42.34149403640929,42.34149403640929
"Block Group 1, Census Tract 703, Cheatham County, Tennessee",470210703001,516.0,41689.0,3474.0833333333335,14382.0,1198.5,13776.0,1148.0,28158.0,2346.5,34.49830890642615,34.49830890642615,33.04468804720669,33.0446880472067,67.54299695363285,67.54299695363285
"Block Group 1, Census Tract 704.01, Cheatham County, Tennessee",470210704011,400.0,39306.0,3275.5,15835.0,1319.5833333333333,16248.0,1354.0,32083.0,2673.5833333333335,40.28647025899353,40.28647025899354,41.33720042741566,41.33720042741566,81.6236706864092,81.6236706864092
"Block Group 1, Census Tract 704.02, Cheatham County, Tennessee",470210704021,419.0,28125.0,2343.75,15483.0,1290.25,14652.0,1221.0,30135.0,2511.25,55.05066666666667,55.05066666666667,52.096,52.096,107.14666666666666,107.14666666666666
"Block Group 3, Census Tract 701.04, Cheatham County, Tennessee",470210701043,501.0,32474.0,2706.1666666666665,14960.0,1246.6666666666667,17436.0,1453.0,32396.0,2699.6666666666665,46.067623329432784,46.06762332943278,53.69218451684424,53.69218451684424,99.75980784627703,99.75980784627703
"Block Group 1, Census Tract 702.03, Cheatham County, Tennessee",470210702031,572.0,85313.0,7109.416666666667,17901.0,1491.75,12840.0,1070.0,30741.0,2561.75,20.98273416712576,20.98273416712576,15.050461242717992,15.050461242717992,36.03319540984375,36.033195409843756
"Block Group 2, Census Tract 704.01, Cheatham County, Tennessee",470210704012,586.0,82604.0,6883.666666666667,17861.0,1488.4166666666667,17016.0,1418.0,34877.0,2906.4166666666665,21.622439591303085,21.622439591303085,20.599486707665488,20.599486707665488,42.22192629896857,42.22192629896857
"Block Group 2, Census Tract 701.03, Cheatham County, Tennessee",470210701032,949.0,55409.0,4617.416666666667,15970.0,1330.8333333333333,14232.0,1186.0,30202.0,2516.8333333333335,28.822032521792483,28.82203252179249,25.6853579743363,25.6853579743363,54.507390496128785,54.507390496128785
"Block Group 2, Census Tract 701.04, Cheatham County, Tennessee",470210701042,1289.0,38853.0,3237.75,14428.0,1202.3333333333333,11256.0,938.0,25684.0,2140.3333333333335,37.13484158237459,37.13484158237459,28.970735850513474,28.970735850513474,66.10557743288807,66.10557743288807
